PARCEL_PIN,SOURCE,ZONING_DISTRICT,FUTURE_LAND_USE,SUBDIVISION_NAME
0171916403070,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403071,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403072,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403073,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403074,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403075,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403076,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403077,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403078,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403079,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403080,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403081,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403082,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403083,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403084,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403085,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403086,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403087,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403088,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403089,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403090,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403091,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403092,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916403093,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404036,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404037,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404038,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404039,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404040,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404041,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404042,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404043,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404044,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404045,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404046,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404047,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404048,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404049,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404050,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404051,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404052,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404053,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404054,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404055,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404056,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404057,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404058,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404059,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404060,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404061,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404062,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404063,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404064,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404065,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404066,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404067,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404068,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404069,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404070,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404071,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404072,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404073,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404074,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404075,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404076,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404077,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404078,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404079,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404080,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404081,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404082,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404083,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404084,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404085,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404086,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404087,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404088,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404089,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404090,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404091,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404092,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404093,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404094,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404095,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404096,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404097,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404098,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404099,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404100,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404101,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404102,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404103,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404104,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404105,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404106,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404107,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404108,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404109,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404110,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404111,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404112,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404113,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404114,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404115,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404116,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404117,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404118,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404119,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404120,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404121,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404122,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404123,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404124,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404125,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404126,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404127,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404128,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404129,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404130,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404131,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404132,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404133,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404134,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404135,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404136,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404137,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404138,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404139,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404140,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404141,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404142,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404143,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404144,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404145,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404146,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916404147,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405041,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405042,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405043,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405044,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405045,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405046,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405047,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405048,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405049,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405050,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405051,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405052,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405053,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405054,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405055,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405056,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405057,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405058,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405059,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405060,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405061,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405062,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405063,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405064,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405065,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405066,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405067,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405068,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405069,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405070,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405071,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405072,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405073,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405074,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405075,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405076,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405077,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405078,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405079,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405080,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405081,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405082,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405083,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405084,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405085,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405086,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405087,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405088,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405089,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405090,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405091,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405092,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405093,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405094,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405095,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405096,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405097,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405098,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405099,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405100,COT,MF,Single-Family Neighborhoods,
0171916405100,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405101,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405102,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405103,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405104,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405105,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405106,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405107,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405108,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405109,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405110,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405111,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405112,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405113,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405114,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405115,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405116,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405117,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405118,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405119,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405120,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405121,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405122,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405123,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405124,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405125,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405126,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405127,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405128,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405129,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405130,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405131,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405132,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405133,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405134,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405135,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405136,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405137,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405138,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405139,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405140,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405141,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405142,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405143,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405144,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405145,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405146,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405147,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405148,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405149,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405150,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405151,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405152,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405153,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405154,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405155,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916405156,COT,MF,Single-Family Neighborhoods,HEFFLEY HOMES HILLCEST 4TH FLG
0171916414042,COT,NS,Single-Family Neighborhoods,
0171916414042,COT,NS,Single-Family Neighborhoods,DEZA ESTATES FLG 2
0171916418012,COT,SFD,"Parks, Trails, and Open Space",
0171916418012,COT,SFD,"Parks, Trails, and Open Space",HILLCREST 5TH FLG PUD
0171916420007,COT,SFD,Institutional,DEZA ESTATES F2A1
0171921100005,COT,SFD,"Parks, Trails, and Open Space",
0171921100005,COT,SFD,"Parks, Trails, and Open Space",HILLCREST 5TH FLG PUD
0171921100007,COT,MH,"Parks, Trails, and Open Space",THE GROVE AT ALTA RIDGE
0171921100007,COT,SFD,"Parks, Trails, and Open Space",THE GROVE AT ALTA RIDGE
0171921100012,COT,SFD,Community Mixed-Use,
0171921100013,COT,MH,Mixed Residential Neighborhoods,
0171921102001,COT,POS,Single-Family Neighborhoods,HURON GREEN
0171921102011,COT,SFD,"Parks, Trails, and Open Space",HURON GREEN
0171921102011,COT,SFD,"Parks, Trails, and Open Space",HURON GREEN
0171921103032,COT,CR,Single-Family Neighborhoods,HURON GREEN
0171921103033,COT,CR,Single-Family Neighborhoods,HURON GREEN
0171921103034,COT,CR,Single-Family Neighborhoods,HURON GREEN
0171921103043,COT,CR,Single-Family Neighborhoods,HURON GREEN
